proposal_num,hand_classification
1189,large scale structure of the universe
1190,stellar physics
1191,planets and planet formation
1192,stellar physics
1193,galaxies and the igm
1194,supermassive black holes and active galaxies
1195,galaxies and the igm
1196,stellar populations and the ism
1197,stellar physics
1198,supermassive black holes and active galaxies
1199,large scale structure of the universe
1200,stellar physics
1201,stellar physics
1202,stellar physics
1203,galaxies and the igm
1204,solar system
1205,solar system
1206,large scale structure of the universe
1207,planets and planet formation
1208,galaxies and the igm
1209,stellar physics
1210,stellar physics
1211,galaxies and the igm
1212,galaxies and the igm
1213,stellar physics
1214,stellar physics
1215,supermassive black holes and active galaxies
1216,stellar physics
1217,planets and planet formation
1218,galaxies and the igm
1219,galaxies and the igm
1220,galaxies and the igm
1221,galaxies and the igm
1222,galaxies and the igm
